19.047637 , 72.913599
19.026477 , 73.058882
19.014153 , 72.852038
19.123749 , 72.909776
19.303097 , 72.849862
19.053839 , 72.839392
19.205448 , 72.977414
19.166182 , 72.858746
19.193938 , 72.970529
19.194576 , 72.872567
19.230847 , 72.98572
18.998022 , 73.116588
19.201237 , 72.973021
19.135034 , 72.928936
19.120279 , 72.912749
19.115548 , 72.905842
19.287102 , 72.86743
19.229684 , 72.984314
19.292756 , 72.872012
19.017666 , 72.84769
19.218 , 72.980702
19.125929 , 72.873115
19.240492 , 72.859652
19.228964 , 72.983093
19.043458 , 73.067571
19.095328 , 72.897797
19.273772 , 72.890811
19.116214 , 72.831926
19.242154 , 72.852406
19.143882 , 72.949908
19.23333 , 72.987744
19.208448 , 72.982669
19.12994 , 72.868298
19.185089 , 72.976552
19.196592 , 72.977083
19.18784 , 72.979965
19.026184 , 72.866048
19.06953 , 72.899662
19.013738 , 73.108036
19.211007 , 72.97715
19.232483 , 72.830384
19.239988 , 72.981062
19.218514 , 72.983366
19.103449 , 72.85027
19.209502 , 72.976971
19.197147 , 72.875138
19.139916 , 72.928336
19.014912 , 72.839022
19.11572 , 72.834859
19.254774 , 72.854426
19.115941 , 72.837875
19.27179 , 72.889223
19.211422 , 72.972717
19.0986 , 72.917179
18.957648 , 72.826899
19.244027 , 72.850367
18.826636 , 73.022931
19.217063 , 73.083383
19.01856 , 72.834141
19.183695 , 72.95277
19.051543 , 73.020322
18.596416 , 72.964132
19.211621 , 72.982012
19.176131 , 73.112188
19.213382 , 72.872673
19.286328 , 72.877872
19.054049 , 72.881361
19.031775 , 72.864114
19.070071 , 72.829086
19.110615 , 72.872209
19.214855 , 73.03812
19.204784 , 72.968468
19.118955 , 72.999189
19.19975 , 72.954106
19.060793 , 73.064707
19.012658 , 72.824591
19.211703 , 72.982102
19.112169 , 72.878894
19.158651 , 72.931968
19.104641 , 72.886839
19.008187 , 72.830834
19.116014 , 72.837786
19.188179 , 72.963802
19.249825 , 73.127491
19.230999 , 72.825136
19.236218 , 73.142572
19.249541 , 72.867554
19.065115 , 72.84635
19.141493 , 72.794135
18.983829 , 72.83532
19.131756 , 72.831622
18.962489 , 72.836312
19.041595 , 72.870302
19.17451 , 72.859091
19.212128 , 72.820879
19.275828 , 72.796649
19.299281 , 72.829482
19.1001 , 72.9139
19.206716 , 73.009766
19.27415 , 72.869466
18.933741 , 72.827707
19.11728 , 72.88718
19.214922 , 73.101027
19.072476 , 72.82712
19.147888 , 72.84815
18.968617 , 72.841112
19.1165 , 72.9356
18.959564 , 72.811951
19.0318 , 72.887306
19.175486 , 72.95263
19.244402 , 72.858997
18.734704 , 72.944479
19.098274 , 73.014708
19.061967 , 72.847716
19.11404 , 72.899275
19.114485 , 72.84749
19.100436 , 72.853098
18.946677 , 72.835358
19.059239 , 72.836917
19.129507 , 72.925716
19.086025 , 72.828033
19.344522 , 72.805853
19.107125 , 72.835656
18.958491 , 72.819761
18.961297 , 72.838858
19.345117 , 72.843998
19.219745 , 72.8288
19.127868 , 72.844205
19.118228 , 72.829744
19.106838 , 73.002406
19.113308 , 72.890552
19.031667 , 72.842153
19.156988 , 72.947124
19.208505 , 72.982736
19.191794 , 72.833622
19.209372 , 72.822683
19.248279 , 72.977854
19.200555 , 72.834046
19.022565 , 73.026239
19.220145 , 72.989822
19.247491 , 72.859008
19.247695 , 73.145265
18.998923 , 72.853306
19.053133 , 72.847123
19.264268 , 73.032578
19.233259 , 73.090041
19.065679 , 72.898309
19.048661 , 72.920337
19.220454 , 72.829345
18.662641 , 73.172714
19.081802 , 72.893747
19.251384 , 73.153262
19.231827 , 72.8332
19.16505 , 72.946951
19.166872 , 73.237158
19.249752 , 72.867084
19.050743 , 72.829545
19.130047 , 72.930503
19.046412 , 72.850165
19.042739 , 72.928654
19.263687 , 72.977528
19.205822 , 72.870418
19.137949 , 72.872152
19.217209 , 72.850359
19.140059 , 72.925714
19.236087 , 72.974514
19.1997 , 72.8735
19.201799 , 72.977744
19.152152 , 72.941633
19.138941 , 72.935786
19.145029 , 72.842697
19.217517 , 72.979664
19.077781 , 73.009891
19.112198 , 72.828714
19.092005 , 72.838642
19.064096 , 72.837204
19.231798 , 72.863565
19.182786 , 72.975647
19.074919 , 72.823085
19.283536 , 72.865966
19.234759 , 72.840412
19.067707 , 72.841755
19.197096 , 72.978114
19.185607 , 73.021236
19.229398 , 73.13363
19.242608 , 73.154774
19.125744 , 73.018077
19.134471 , 72.863431
19.215257 , 72.833378
19.219151 , 72.847949
19.017777 , 72.862228
19.285585 , 72.861661
19.236617 , 72.867869
19.228025 , 72.969706
19.0802177,72.8495157
19.053557,72.884367
19.1742352,72.8593629
19.1280018,72.8434699
18.9964198,73.1324692
18.9989778,72.8550021
19.0160273,72.8588404
19.0208354,72.904425
19.1792628,73.0225864
18.9614896,72.8399625
19.1653208,72.858337
19.1150205,72.8495134
19.1123059,73.0077845
19.1425582,73.0120312
19.0647603,72.8958929
19.2251921,72.9955839
19.1792628,73.0225864
18.9510043,72.838987
19.1171389,72.846563
19.1509735,72.8758099
19.1822842,72.9660413
19.1913532,72.8585039
19.0759837,72.8776559
19.0205076,72.904443
19.1484372,73.000483
19.1254163,72.9242804
19.1150205,72.8495134
19.0776627,72.8469172
19.2014158,73.0007083
18.9629992,72.8175748
19.13329,72.83767
19.2797513,72.8561635
19.1150205,72.8495134
19.1553546,72.9672737
19.118297,72.8852007
18.9512244,72.8317199
19.1150205,72.8495134
19.112994,72.8544942
19.1524199,72.85,5536
19.1425582,73.0120312
19.196216,72.827547
19.1371326,72.8464852
19.0625773,72.9012527
19.2597254,72.9695364
19.2059751,72.8655973
19.1171389,72.846563
19.1792628,73.0225864
19.1934877,72.9516519
19.0797781,72.886904
18.9939983,72.8329925
18.9558908,72.8328534
18.9721282,72.8219606
19.0074271,72.8359006
19.0163387,72.8401024
19.0685012,72.9966027
19.0759837,72.8776559
19.2513601,72.8604074
19.1934877,72.9516519
19.0848389,72.8324957
19.086501,72.888839
19.0689601,72.9047477
19.2597254,72.9695364
19.20083,72.838758
19.0738862,72.8799876
19.1150205,72.8495134
18.542296,73.851636
19.1371326,72.8464852
19.0244212,73.0392803
19.1260269,72.872871
19.1350833,72.8489089
19.0645719,72.8996193
18.9907291,73.1214988
19.0160273,72.8588404
19.1350833,72.8489089
19.0091432,72.8157283
19.1078354,72.8421528
19.0759837,72.8776559
18.978032, 72.811177
18.976561, 72.808945
18.975010, 72.806359
18.957868, 72.800231
18.967563, 72.808022
18.964214, 72.807582
18.958116, 72.810784
18.956264, 72.813778
18.986815, 72.813825
18.982046, 72.814393
18.998796, 72.817269
19.004547, 72.813256
19.012226, 72.816668
19.045707, 72.838598
19.071672, 72.834023
19.084052, 72.837864
19.089633, 72.838191
19.108050, 72.840288
19.116373, 72.842152
19.124334, 72.846717
19.127598, 72.847114
19.129290, 72.847259
19.131774, 72.847521
19.134592, 72.847672
19.136842, 72.846824
19.139578, 72.843938
19.141894, 72.843117
19.143911, 72.842699
19.142862, 72.836927
19.155709, 72.845703
19.154295, 72.845242
19.159722, 72.845864
19.163512, 72.845800
19.165772, 72.845628
19.168377, 72.845456
19.172952, 72.845081
19.176580, 72.845617
19.178211, 72.846197
19.181433, 72.846851
19.184200, 72.846755
19.188567, 72.846433
19.193005, 72.846991
19.195325, 72.847109
19.198183, 72.847978
19.201678, 72.848986
19.204039, 72.849523
19.207940, 72.850424
19.211151, 72.851475
19.214414, 72.850928
19.219915, 72.852366
19.222083, 72.853203
19.145705, 72.836723
19.150296, 72.835972
19.153109, 72.835495
19.157477, 72.835125
19.160066, 72.834905
19.163578, 72.834722	
19.173182, 72.836324
19.177028, 72.836892
19.189355, 72.835353
19.196914, 72.833647
19.203646, 72.834092
19.206306, 72.834650
19.211650, 72.835809
19.255833, 72.868836
19.068483, 72.909700
19.063476, 72.913861
19.056612, 72.930755
19.051126, 72.937031
19.043550, 72.923374
19.045639, 72.911824
19.046846, 72.909507
19.055486, 72.911169
19.058789, 72.913376
19.058789, 72.913376
19.126206, 72.890653
19.123226, 72.898249
19.119658, 72.902401
19.121462, 72.907958
19.128609, 72.920865
19.125568, 72.924116
19.074101, 72.849603
19.075257, 72.854474
19.074273, 72.860573
19.071150, 72.862767
19.075435, 72.872941
19.068155, 72.888380
19.064748, 72.896084
19.064068, 72.860228
